Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
1,female,0.37218010356136805,1,0,PC 17569,0.0007264471819317893,B78,C
3,female,0.37218010356136805,0,0,335677,0.0007264471819317893,,Q
2,male,0.8246273330828009,0,0,C.A. 24579,0.0016095653596999758,,S
1,male,0.3486158085932607,1,0,PC 17604,0.000680452741310198,,C
1,male,0.5239884755104597,1,0,113789,0.0010227573901906424,,S
3,male,0.37218010356136805,0,0,2677,0.0007264471819317893,,C
3,male,0.26092947513466114,0,0,A./5. 2152,0.0005093004168699757,,S
3,female,0.22334961793811847,2,0,345764,0.00043594942068130894,,S
3,female,0.17324314167606164,1,0,2651,0.00033814809242975344,,C
3,female,0.4989352373794313,1,0,7546,0.0009738567260648647,,S
2,female,0.33608918952774647,1,0,11668,0.000656002409247309,,S
3,male,0.37218010356136805,0,0,349253,0.0007264471819317893,,C
2,female,0.035450331955405236,1,2,SC/Paris 2123,6.919443973797557e-05,,C
3,female,0.2358762370036327,0,0,330958,0.0004603997527441978,,Q
3,male,0.37218010356136805,0,0,S.C./A.4. 23567,0.0007264471819317893,,S
3,male,0.37218010356136805,1,0,370371,0.0007264471819317893,,Q
3,female,0.37218010356136805,0,0,14311,0.0007264471819317893,,Q
3,male,0.37218010356136805,2,0,2662,0.0007264471819317893,,C
3,female,0.22334961793811847,1,0,349237,0.00043594942068130894,,S
3,male,0.08555680821746212,4,1,3101295,0.00016699576798953118,,S
3,male,0.26092947513466114,0,0,A/4. 39886,0.0005093004168699757,,S
1,female,0.6116748089690592,1,0,PC 17572,0.0011939097146308646,D33,C
2,female,0.36114242765877486,1,0,2926,0.0007049030733730868,,S
1,male,0.8121007140172868,0,1,113509,0.001585115027637087,B30,C
1,male,0.37218010356136805,0,0,19947,0.0007264471819317893,C52,S
2,female,0.26092947513466114,0,0,C.A. 31026,0.0005093004168699757,,S
3,male,0.3548791181260178,0,0,2697,0.0006926779073416424,,C
2,female,0.06050357008643367,1,2,C.A. 34651,0.00011809510386375336,,S
3,male,0.13566328447951898,5,2,CA 2144,0.0002647970962410867,,S
3,male,0.27345609420017536,0,0,2669,0.0005337507489328646,,C
1,female,0.47388199924840285,0,0,113572,0.0009249560619390869,B28,
1,male,0.5615683327070023,1,0,36973,0.0010961083863793091,C83,S
3,male,0.04797695102091946,3,2,347088,9.364477180086447e-05,,S
1,male,0.37218010356136805,0,0,PC 17605,0.0007264471819317893,,C
3,male,0.37218010356136805,1,1,2661,0.0007264471819317893,,C
2,female,0.36114242765877486,0,0,C.A. 29395,0.0007049030733730868,F33,S
3,male,0.2358762370036327,0,0,S.P. 3464,0.0004603997527441978,,S
3,female,0.21082299887260428,4,2,3101281,0.00041149908861842007,,S
3,male,0.32356257046223225,2,0,315151,0.0006315520771844202,,S
2,male,0.3987222848553175,0,0,C.A. 33111,0.0007782540695617535,,S
3,female,0.19829637980709008,5,2,CA 2144,0.00038704875655553125,,S
2,male,0.26092947513466114,0,0,S.O.C. 14879,0.0005093004168699757,,S
3,male,0.32356257046223225,1,0,2680,0.0006315520771844202,,C
3,male,0.3987222848553175,0,0,1601,0.0007782540695617535,,S
3,male,0.311035951396718,0,0,348123,0.0006071017451215313,F G73,S
3,male,0.37218010356136805,0,0,349208,0.0007264471819317893,,S
3,male,0.37218010356136805,0,0,374746,0.0007264471819317893,,S
2,male,0.008267568583239383,0,2,248738,1.613721916150667e-05,,S
3,female,0.3736690467242891,0,0,364516,0.0007293534054359757,,S
3,male,0.27345609420017536,0,0,345767,0.0005337507489328646,,S
3,male,0.36114242765877486,0,0,345779,0.0007049030733730868,,S
3,female,0.37218010356136805,0,0,330932,0.0007264471819317893,,Q
1,male,0.3486158085932607,0,0,113059,0.000680452741310198,,S
2,female,0.21082299887260428,0,0,SO/C 14885,0.00041149908861842007,,S
3,female,0.41124890392083174,3,0,3101278,0.0008027044016246424,,S
3,male,0.19829637980709008,1,3,W./C. 6608,0.00038704875655553125,,S
3,male,0.37218010356136805,0,0,SOTON/OQ 392086,0.0007264471819317893,,S
1,female,0.2859827132656896,3,2,19950,0.0005582010809957534,C23 C25 C27,S
3,male,0.2985093323312038,0,0,343275,0.0005826514130586424,,S
3,male,0.36114242765877486,0,0,343276,0.0007049030733730868,,S
3,male,0.24840285606914692,0,0,347466,0.00048485008480708675,,S
1,male,0.5740949517725166,1,0,W.E.P. 5734,0.0011205587184421981,E31,S
3,male,0.32356257046223225,1,2,C.A. 2315,0.0006315520771844202,,S
3,male,0.7369409996242015,0,0,364500,0.0014384130352597538,,S
3,male,0.37218010356136805,0,0,374910,0.0007264471819317893,,S
1,male,0.887260428410372,0,0,PC 17754,0.0017318170200144203,A5,C
1,male,0.2859827132656896,0,1,PC 17759,0.0005582010809957534,D10 D12,C
2,female,0.42377552298634596,0,1,231919,0.0008271547336875313,,S
2,male,0.42377552298634596,1,0,244367,0.0008271547336875313,,S
3,female,0.3486158085932607,0,0,349245,0.000680452741310198,,S
3,male,0.37218010356136805,0,0,349215,0.0007264471819317893,,S
1,male,0.26092947513466114,0,1,35281,0.0005093004168699757,D26,S
3,male,0.41124890392083174,0,0,7540,0.0008027044016246424,,S
3,male,0.46135538018288863,2,0,3101276,0.000900505729876198,,S
3,male,0.3486158085932607,0,0,349207,0.000680452741310198,,S
3,female,0.26092947513466114,0,0,343120,0.0005093004168699757,,S
3,male,0.37218010356136805,0,0,312991,0.0007264471819317893,,S
3,male,0.47388199924840285,0,0,349249,0.0009249560619390869,,S
3,female,0.37218010356136805,1,0,371110,0.0007264471819317893,,Q
1,male,0.5866215708380308,0,0,110465,0.0011450090505050869,C110,S
3,female,0.17950645120881875,1,0,2665,0.0003503732584611979,,C
3,male,0.27345609420017536,0,0,324669,0.0005337507489328646,,S
3,female,0.24840285606914692,1,0,4136,0.00048485008480708675,,S
3,female,0.21082299887260428,0,0,2627,0.00041149908861842007,,C
3,male,0.26092947513466114,0,0,STON/O 2. 3101294,0.0005093004168699757,,S
3,male,0.8809971188776149,0,0,370369,0.0017195918539829758,,Q
2,male,0.36114242765877486,1,0,11668,0.0007049030733730868,,S
1,male,0.2985093323312038,0,1,PC 17558,0.0005826514130586424,B58 B60,C
3,female,0.02292371288989102,4,2,347082,4.4744107675086685e-05,,S
2,male,0.26092947513466114,2,0,S.O.C. 14879,0.0005093004168699757,,S
3,male,0.37218010356136805,0,0,A4. 54510,0.0007264471819317893,,S
2,male,0.40498559438807463,1,0,237736,0.0007904792355931979,,C
2,female,0.40498559438807463,0,0,27267,0.0007904792355931979,E101,S
1,male,0.6743079042966303,0,1,35281,0.0013161613749453093,D26,S
3,male,0.1481899035450332,1,0,2651,0.00028924742830397564,,C
3,male,0.37218010356136805,0,0,370372,0.0007264471819317893,,Q
3,male,0.2985093323312038,0,0,C 17369,0.0005826514130586424,,S
3,female,0.37218010356136805,1,1,2668,0.0007264471819317893,F E69,C
3,male,0.5615683327070023,0,0,347061,0.0010961083863793091,,S
3,male,0.41124890392083174,0,0,349241,0.0008027044016246424,,C
3,male,0.24840285606914692,0,0,SOTON/O.Q. 3101307,0.00048485008480708675,,S
3,female,0.5866215708380308,1,0,A/5. 3337,0.0011450090505050869,,S
2,female,0.36114242765877486,1,0,228414,0.0007049030733730868,,S
2,male,0.311035951396718,0,0,C.A. 29178,0.0006071017451215313,,S
2,male,0.2859827132656896,0,0,SC/PARIS 2133,0.0005582010809957534,,C
1,female,0.2358762370036327,0,2,11752,0.0004603997527441978,D47,S
1,male,0.46135538018288863,1,0,113803,0.000900505729876198,C123,S
3,male,0.19829637980709008,0,0,7534,0.00038704875655553125,,S
1,male,0.2985093323312038,0,0,PC 17593,0.0005826514130586424,B86,C
3,female,0.37218010356136805,0,2,2678,0.0007264471819317893,,C
3,female,0.27345609420017536,0,0,347081,0.0005337507489328646,,S
3,female,0.2985093323312038,1,0,STON/O2. 3101279,0.0005826514130586424,,S
3,male,0.2358762370036327,0,0,365222,0.0004603997527441978,,Q
2,male,0.22334961793811847,0,0,231945,0.00043594942068130894,,S
2,male,0.2358762370036327,1,1,C.A. 33112,0.0004603997527441978,,S
3,male,0.33608918952774647,0,0,350043,0.000656002409247309,,S
3,female,0.11061004634849055,2,2,W./C. 6608,0.00021589643211530896,,S
2,male,0.4550920706501315,0,2,230080,0.0008882805638447535,F2,S
2,male,0.5239884755104597,0,0,244310,0.0010227573901906424,,S
2,male,0.6367280471000877,0,0,S.O.P. 1166,0.0012428103787566426,,S
1,female,0.27345609420017536,1,0,113776,0.0005337507489328646,C2,S
3,male,0.6930978328949017,0,0,A.5. 11206,0.0013528368730396426,,S
3,male,0.5051985469121884,0,2,A/5. 851,0.0009860818920963091,,S
3,male,0.37218010356136805,0,0,Fa 265302,0.0007264471819317893,,S
1,male,0.6367280471000877,0,1,PC 17597,0.0012428103787566426,,C
3,female,0.19829637980709008,0,0,35851,0.00038704875655553125,,Q
3,male,0.3736690467242891,0,0,SOTON/OQ 392090,0.0007293534054359757,,S
3,male,0.37218010356136805,0,0,315037,0.0007264471819317893,,S
3,male,0.37218010356136805,8,2,CA. 2343,0.0007264471819317893,,S
3,male,0.5490417136414881,0,1,371362,0.0010716580543164201,,S
2,female,0.4989352373794313,0,0,C.A. 33595,0.0009738567260648647,,S
3,male,0.32356257046223225,0,0,347068,0.0006315520771844202,,S
3,male,0.21082299887260428,0,0,315093,0.00041149908861842007,,S
3,male,0.0103970938243768,4,1,3101295,2.0293775612197783e-05,,S
3,male,0.11061004634849055,0,2,363291,0.00021589643211530896,,S
1,female,0.37218010356136805,0,1,113505,0.0007264471819317893,E33,S
3,female,0.5615683327070023,1,4,347088,0.0010961083863793091,,S
1,male,0.37218010356136805,0,0,PC 17318,0.0007264471819317893,,S
3,male,0.3486158085932607,0,0,1601,0.000680452741310198,,S
1,male,0.7619942377552299,0,0,111240,0.0014873136993855316,B19,S
3,male,0.04797695102091946,4,1,382652,9.364477180086447e-05,,Q
3,female,0.0103970938243768,1,1,347742,2.0293775612197783e-05,,S
3,male,0.26092947513466114,0,0,STON/O 2. 3101280,0.0005093004168699757,,S
1,male,0.6993611424276588,0,0,17764,0.001365062039071087,A7,C
3,male,0.22334961793811847,1,1,350404,0.00043594942068130894,,S
3,male,0.37218010356136805,3,1,4133,0.0007264471819317893,,S
1,female,0.6242014280345735,0,0,PC 17595,0.0012183600466937536,C49,C
2,male,0.3736690467242891,0,0,250653,0.0007293534054359757,,S
3,male,0.4488287611173744,0,0,LINE,0.0008760553978133091,,S
3,female,0.37218010356136805,8,2,CA. 2343,0.0007264471819317893,,S
2,male,0.37218010356136805,0,0,SC/PARIS 2131,0.0007264471819317893,,C
3,male,0.11061004634849055,4,2,347077,0.00021589643211530896,,S
2,male,0.0103970938243768,2,1,230136,2.0293775612197783e-05,F4,S
3,female,0.04797695102091946,0,2,315153,9.364477180086447e-05,,S
1,male,0.37218010356136805,0,0,113767,0.0007264471819317893,A32,S
3,female,0.37218010356136805,1,0,370365,0.0007264471819317893,,Q
1,male,0.5615683327070023,0,0,111428,0.0010961083863793091,,S
3,male,0.4989352373794313,1,1,364849,0.0009738567260648647,,Q
3,male,0.4488287611173744,0,0,349247,0.0008760553978133091,,S
2,female,0.3987222848553175,0,0,234604,0.0007782540695617535,,S
2,male,0.2358762370036327,0,0,28424,0.0004603997527441978,,S
3,female,0.2358762370036327,1,0,350046,0.0004603997527441978,,S
2,male,0.035450331955405236,1,1,230080,6.919443973797557e-05,F2,S
1,female,0.5490417136414881,0,0,PC 17610,0.0010716580543164201,B4,C
1,female,0.7244143805586872,0,0,PC 17569,0.0014139627031968648,B80,C
3,male,0.37218010356136805,0,0,368703,0.0007264471819317893,,Q
3,male,0.5239884755104597,0,1,4579,0.0010227573901906424,,S
3,female,0.37218010356136805,0,0,370370,0.0007264471819317893,,Q
2,female,0.2985093323312038,0,0,248747,0.0005826514130586424,,S
3,male,0.3486158085932607,0,0,345770,0.000680452741310198,,S
3,male,0.37218010356136805,8,2,CA. 2343,0.0007264471819317893,,S
3,male,0.42377552298634596,0,0,3101264,0.0008271547336875313,,S
3,male,0.5678316422397595,0,0,2628,0.0011083335524107536,,C
3,male,0.22334961793811847,0,0,A/5 3540,0.00043594942068130894,,S
3,female,0.02292371288989102,0,1,347054,4.4744107675086685e-05,G6,S
3,male,0.3987222848553175,1,0,3101278,0.0007782540695617535,,S
3,male,0.32356257046223225,0,0,2699,0.0006315520771844202,,C
3,female,0.19829637980709008,0,0,367231,0.00038704875655553125,,Q
1,male,0.4989352373794313,0,0,112277,0.0009738567260648647,A31,C
3,male,0.2985093323312038,0,0,SOTON/O.Q. 3101311,0.0005826514130586424,,S
2,female,0.4363021420518602,0,0,F.C.C. 13528,0.0008516050657504202,,S
3,male,0.27345609420017536,0,0,A/5 21174,0.0005337507489328646,,S
2,male,0.3736690467242891,0,0,250646,0.0007293534054359757,,S
3,male,0.37218010356136805,1,0,367229,0.0007264471819317893,,Q
1,female,0.3861956657898033,1,0,35273,0.0007538037374988645,D36,C
3,female,0.33608918952774647,0,0,STON/O2. 3101283,0.000656002409247309,,S
2,male,0.5239884755104597,1,0,243847,0.0010227573901906424,,S
1,female,0.3987222848553175,0,0,11813,0.0007782540695617535,D15,C
2,male,0.3736690467242891,0,0,W/C 14208,0.0007293534054359757,,S
3,male,0.19829637980709008,0,0,SOTON/OQ 392089,0.00038704875655553125,,S
2,male,0.33608918952774647,0,0,220367,0.000656002409247309,,S
3,male,0.6367280471000877,0,0,21440,0.0012428103787566426,,S
3,male,0.37218010356136805,0,0,349234,0.0007264471819317893,,S
1,male,0.47388199924840285,1,0,19943,0.0009249560619390869,C93,S
3,male,0.27345609420017536,0,0,PP 4348,0.0005337507489328646,,S
2,male,0.2358762370036327,0,0,SW/PP 751,0.0004603997527441978,,S
3,male,0.254666165601904,0,0,A/5 21173,0.0004970752508385312,,S
2,male,0.22334961793811847,0,0,236171,0.00043594942068130894,,S
3,female,0.37218010356136805,3,1,4133,0.0007264471819317893,,S
1,female,0.4363021420518602,1,0,36973,0.0008516050657504202,C83,S
3,male,0.36114242765877486,0,0,347067,0.0007049030733730868,,S
2,male,0.7369409996242015,0,0,237442,0.0014384130352597538,,S
3,female,0.06050357008643367,4,2,347077,0.00011809510386375336,,S
2,male,0.2985093323312038,0,0,C.A. 29566,0.0005826514130586424,,S
3,female,0.37218010356136805,0,0,W./C. 6609,0.0007264471819317893,,S
2,male,0.5490417136414881,1,0,26707,0.0010716580543164201,,S
2,female,0.09808342728297632,0,2,C.A. 31921,0.00019144610005242005,,S
2,male,0.2358762370036327,0,0,28665,0.0004603997527441978,,S
2,male,0.41124890392083174,0,0,SCO/W 1585,0.0008027044016246424,,S
3,female,0.37218010356136805,1,0,2665,0.0007264471819317893,,C
3,female,0.37218010356136805,1,0,367230,0.0007264471819317893,,Q
2,male,0.36114242765877486,0,0,W./C. 14263,0.0007049030733730868,,S
3,male,0.27345609420017536,0,0,STON/O 2. 3101275,0.0005337507489328646,,S
3,male,0.3736690467242891,0,0,2694,0.0007293534054359757,,C
1,male,0.5490417136414881,2,0,19928,0.0010716580543164201,C78,Q
3,female,0.311035951396718,0,0,347071,0.0006071017451215313,,S
2,female,0.2985093323312038,0,2,250649,0.0005826514130586424,,S
1,male,0.46135538018288863,1,1,11751,0.000900505729876198,D35,S
2,male,0.6743079042966303,1,0,244252,0.0013161613749453093,,S
3,male,0.37218010356136805,0,0,362316,0.0007264471819317893,,S
3,female,0.36114242765877486,1,1,347054,0.0007049030733730868,G6,S
1,male,0.7745208568207441,0,0,113514,0.0015117640314484206,C87,S
3,male,0.3736690467242891,1,0,A/5. 3336,0.0007293534054359757,,S
3,female,0.5114618564449455,0,2,370129,0.0009983070581277534,,S
3,female,0.36114242765877486,0,2,2650,0.0007049030733730868,,C
1,female,0.37218010356136805,0,0,PC 17585,0.0007264471819317893,,C
1,female,0.3736690467242891,0,0,110152,0.0007293534054359757,B77,S
1,female,0.4363021420518602,0,0,PC 17755,0.0008516050657504202,,C
2,female,0.6242014280345735,0,1,230433,0.0012183600466937536,,S
3,male,0.37218010356136805,0,0,384461,0.0007264471819317893,,Q
3,male,0.035450331955405236,4,2,347077,6.919443973797557e-05,,S
1,male,0.6492546661656019,1,1,110413,0.0012672607108195314,E67,S
1,male,0.4989352373794313,0,0,112059,0.0009738567260648647,B94,S
3,female,0.37218010356136805,0,0,382649,0.0007264471819317893,,Q
2,male,0.4488287611173744,0,0,C.A. 17248,0.0008760553978133091,,S
3,male,0.19829637980709008,4,1,3101295,0.00038704875655553125,,S
3,male,0.311035951396718,1,0,347083,0.0006071017451215313,,S
1,female,0.7244143805586872,0,1,PC 17582,0.0014139627031968648,C125,S
1,female,0.4363021420518602,0,0,PC 17760,0.0008516050657504202,C99,S
1,male,0.37218010356136805,0,0,113798,0.0007264471819317893,,S
3,male,0.311035951396718,0,0,LINE,0.0006071017451215313,,S
2,female,0.5114618564449455,0,1,250644,0.0009983070581277534,,S
1,male,0.46135538018288863,0,1,PC 17596,0.000900505729876198,C118,C
3,female,0.37218010356136805,0,0,370375,0.0007264471819317893,,Q
1,female,0.7870474758862583,1,0,13502,0.0015362143635113093,D7,S
3,female,0.5615683327070023,0,0,347073,0.0010961083863793091,,S
2,male,0.37218010356136805,0,0,239853,0.0007264471819317893,,S
3,male,0.08555680821746212,4,1,382652,0.00016699576798953118,,Q
3,female,0.4363021420518602,1,1,C.A. 2673,0.0008516050657504202,,S
3,male,0.8121007140172868,0,0,336439,0.001585115027637087,,Q
3,male,0.3486158085932607,0,0,347464,0.000680452741310198,,S
3,male,0.19829637980709008,0,0,345778,0.00038704875655553125,,S
3,male,0.2358762370036327,0,0,A/5. 10482,0.0004603997527441978,,S
1,male,0.37218010356136805,0,0,113056,0.0007264471819317893,A19,S
3,male,0.41124890392083174,0,0,349239,0.0008027044016246424,,C
3,male,0.3736690467242891,0,0,345774,0.0007293534054359757,,S
3,male,0.27345609420017536,0,0,349206,0.0005337507489328646,,S
2,male,0.5239884755104597,0,0,237798,0.0010227573901906424,,S
3,female,0.27345609420017536,0,0,370373,0.0005337507489328646,,Q
1,female,0.32356257046223225,0,0,19877,0.0006315520771844202,,S
1,female,0.2358762370036327,1,0,11967,0.0004603997527441978,B49,C
2,male,0.4488287611173744,0,0,SC/Paris 2163,0.0008760553978133091,D,C
3,female,0.2985093323312038,0,0,349236,0.0005826514130586424,,S
3,male,0.2985093323312038,0,0,349233,0.0005826514130586424,,S
1,male,0.37218010356136805,0,0,PC 17612,0.0007264471819317893,,C
3,male,0.2922460227984467,0,0,2693,0.0005704262470271979,,C
1,female,0.02292371288989102,1,2,113781,4.4744107675086685e-05,C22 C26,S
1,male,0.37218010356136805,0,0,19988,0.0007264471819317893,C106,S
1,female,0.6242014280345735,0,1,PC 17558,0.0012183600466937536,B58 B60,C
3,female,0.37218010356136805,0,0,9234,0.0007264471819317893,,Q
3,male,0.37218010356136805,2,0,367226,0.0007264471819317893,,Q
3,male,0.2358762370036327,0,0,LINE,0.0004603997527441978,,S
2,female,0.37218010356136805,0,0,226593,0.0007264471819317893,E101,Q
3,male,0.37218010356136805,0,0,A/5 2466,0.0007264471819317893,,S
1,male,0.009394964299135663,1,2,113781,1.833774904716667e-05,C22 C26,S
1,female,0.37218010356136805,0,0,17421,0.0007264471819317893,,C
1,female,0.21082299887260428,1,0,PC 17758,0.00041149908861842007,C65,C
2,male,0.3736690467242891,1,0,P/PP 3381,0.0007293534054359757,,C
1,female,0.3736690467242891,0,0,PC 17485,0.0007293534054359757,E36,C
1,female,0.2985093323312038,0,0,11767,0.0005826514130586424,C54,C
1,female,0.22334961793811847,2,2,PC 17608,0.00043594942068130894,B57 B59 B63 B66,C
2,female,0.32356257046223225,1,1,250651,0.0006315520771844202,,S
3,male,0.3486158085932607,0,0,349243,0.000680452741310198,,S
2,male,0.5365150945759739,1,1,F.C.C. 13529,0.0010472077222535314,,S
3,female,0.32356257046223225,0,0,347470,0.0006315520771844202,,S
2,female,0.2985093323312038,1,0,244367,0.0005826514130586424,,S
2,male,0.6743079042966303,0,0,29011,0.0013161613749453093,,S
1,female,0.3861956657898033,0,2,36928,0.0007538037374988645,C7,S
1,female,0.4989352373794313,1,1,16966,0.0009738567260648647,E34,C
3,male,0.27345609420017536,0,0,A/5 21172,0.0005337507489328646,,S
3,male,0.33608918952774647,0,0,349219,0.000656002409247309,,S
2,female,0.3736690467242891,0,0,234818,0.0007293534054359757,,Q
2,female,0.27345609420017536,1,1,248738,0.0005337507489328646,,S
3,male,0.37218010356136805,8,2,CA. 2343,0.0007264471819317893,,S
1,female,0.4488287611173744,0,0,PC 17760,0.0008760553978133091,C32,C
3,male,0.7619942377552299,0,0,345364,0.0014873136993855316,,S
2,female,0.4488287611173744,0,0,28551,0.0008760553978133091,D,S
3,female,0.3861956657898033,1,1,363291,0.0007538037374988645,,S
1,female,0.19829637980709008,0,1,111361,0.00038704875655553125,B18,C
3,female,0.37218010356136805,2,0,367226,0.0007264471819317893,,Q
1,male,0.5678316422397595,0,0,113043,0.0011083335524107536,C124,S
1,male,0.47388199924840285,0,1,PC 17582,0.0009249560619390869,C91,S
3,male,0.19829637980709008,2,0,345764,0.00038704875655553125,,S
1,female,0.37218010356136805,1,0,PC 17611,0.0007264471819317893,,S
3,male,0.37218010356136805,0,0,349225,0.0007264471819317893,,S
1,male,0.36114242765877486,1,0,113776,0.0007049030733730868,C2,S
1,female,0.5114618564449455,0,0,16966,0.0009983070581277534,E40,C
3,male,0.5615683327070023,0,0,7598,0.0010961083863793091,,S
1,male,0.5615683327070023,0,0,113784,0.0010961083863793091,T,S
2,male,0.02292371288989102,1,1,230080,4.4744107675086685e-05,F2,S
1,female,0.2985093323312038,3,2,19950,0.0005826514130586424,C23 C25 C27,S
2,male,0.3486158085932607,0,0,248740,0.000680452741310198,,S
2,male,0.311035951396718,0,0,244361,0.0006071017451215313,,S
2,male,0.4488287611173744,0,0,229236,0.0008760553978133091,,S
2,female,0.2985093323312038,0,0,248733,0.0005826514130586424,F33,S
2,female,0.4989352373794313,0,0,31418,0.0009738567260648647,,S
3,female,0.37218010356136805,1,0,386525,0.0007264471819317893,,S
3,male,0.035450331955405236,1,1,C.A. 37671,6.919443973797557e-05,,S
3,male,0.5239884755104597,0,0,315088,0.0010227573901906424,,S
3,male,0.2859827132656896,0,0,7267,0.0005582010809957534,,S
1,male,0.37218010356136805,0,0,113510,0.0007264471819317893,C128,S
3,male,0.18576976074157586,1,1,2695,0.0003625984244926423,,C
3,male,0.311035951396718,1,0,349237,0.0006071017451215313,,S
3,male,0.37218010356136805,0,0,2647,0.0007264471819317893,,C
3,male,0.3486158085932607,0,0,345783,0.000680452741310198,,S
1,female,0.27345609420017536,0,1,113505,0.0005337507489328646,E33,S
2,female,0.47388199924840285,0,0,237671,0.0009249560619390869,,S
3,female,0.37218010356136805,0,0,330931,0.0007264471819317893,,Q
3,female,0.37218010356136805,0,0,330980,0.0007264471819317893,,Q
3,male,0.4989352373794313,1,4,347088,0.0009738567260648647,,S
2,male,0.36114242765877486,1,0,SC/PARIS 2167,0.0007049030733730868,,C
3,female,0.5615683327070023,0,1,2691,0.0010961083863793091,,C
3,male,0.4363021420518602,0,0,SOTON/O.Q. 3101310,0.0008516050657504202,,S
3,male,0.37218010356136805,1,0,370365,0.0007264471819317893,,Q
3,male,0.3736690467242891,0,0,C 7076,0.0007293534054359757,,S
1,female,0.7494676186897157,1,0,110813,0.0014628633673226426,D37,C
3,female,0.37218010356136805,0,0,2626,0.0007264471819317893,,C
3,female,0.37218010356136805,0,0,14313,0.0007264471819317893,,Q
1,female,0.2985093323312038,0,0,PC 17477,0.0005826514130586424,B35,C
1,male,0.311035951396718,1,0,11765,0.0006071017451215313,E50,C
3,male,0.22334961793811847,1,0,3101267,0.00043594942068130894,,S
3,male,0.2358762370036327,0,0,323951,0.0004603997527441978,,S
1,male,0.27345609420017536,0,0,PC 17760,0.0005337507489328646,,C
3,female,0.035450331955405236,3,1,349909,6.919443973797557e-05,,S
1,female,0.37218010356136805,1,0,PC 17604,0.0007264471819317893,,C
3,female,0.27345609420017536,0,0,C 7077,0.0005337507489328646,,S
1,male,0.33608918952774647,0,2,113503,0.000656002409247309,C82,C
3,male,0.24840285606914692,0,0,2648,0.00048485008480708675,,C
3,male,0.2358762370036327,0,0,347069,0.0004603997527441978,,S
1,female,0.5239884755104597,0,0,PC 17757,0.0010227573901906424,,C
3,female,0.0103970938243768,0,2,2653,2.0293775612197783e-05,,C
3,male,0.3987222848553175,0,0,STON/O 2. 3101293,0.0007782540695617535,,S
1,female,0.4363021420518602,1,0,113789,0.0008516050657504202,,S
3,male,0.37218010356136805,0,0,349227,0.0007264471819317893,,S
2,male,0.22334961793811847,0,0,S.O.C. 14879,0.00043594942068130894,,S
3,male,0.0103970938243768,5,2,CA 2144,2.0293775612197783e-05,,S
2,female,0.4488287611173744,0,0,27849,0.0008760553978133091,,S
3,male,0.37218010356136805,0,0,367655,0.0007264471819317893,,Q
2,female,0.21082299887260428,0,0,SC 1748,0.00041149908861842007,,C
1,male,0.4488287611173744,1,2,113760,0.0008760553978133091,B96 B98,S
3,male,0.26092947513466114,0,0,350034,0.0005093004168699757,,S
3,male,0.3486158085932607,2,0,3101277,0.000680452741310198,,S
1,female,0.2859827132656896,1,0,35273,0.0005582010809957534,D36,C
3,female,0.2985093323312038,0,2,PP 9549,0.0005826514130586424,G6,S
3,male,0.27345609420017536,0,0,350052,0.0005337507489328646,,S
